person_id,first_name,last_name,age,gender,income,education_level,employment_status,marital_status,housing_type,customer_id,credit_score,credit_limit,outstanding_debt,payment_history,loan_purpose,loan_amount,loan_term
187,Carmelia,Heffernon,76,Female,Rupiah,Bachelor's Degree,Unemployed,Widowed,Own,187,487,5183.78,9784.53,on-time,debt consolidation,59592.25,20
188,Daryle,Clemmow,40,Male,Euro,Master's Degree,Employed,Divorced,Mortgage,188,675,53488.66,28843.29,on-time,medical expenses,47136.9,16
189,Kerrie,Dommerque,50,Non-binary,Ruble,High School Diploma,Self-Employed,Single,Mortgage,189,325,11545.4,3725.89,late,debt consolidation,20328.99,28
190,Bridie,Howley,26,Female,Yuan Renminbi,PhD,Self-Employed,Widowed,Rent,190,608,51684.37,4015.96,missed,home improvement,25622.2,7
191,Nat,Blainey,30,Male,Rupiah,Master's Degree,Self-Employed,Single,Rent,191,834,14860.38,40620.32,on-time,home improvement,53541.68,30
192,Latrina,Lindberg,58,Female,Krona,PhD,Self-Employed,Married,Rent,192,754,15322.79,38580.49,on-time,medical expenses,65097.55,29
193,Hamlin,Manna,71,Male,Rial,Master's Degree,Self-Employed,Single,Rent,193,362,51486.87,6848.43,missed,medical expenses,10627.5,24
194,Sid,Zimmermeister,72,Male,Euro,High School Diploma,Employed,Single,Rent,194,700,61483.09,18774.95,on-time,home improvement,62601.6,20
195,Salvidor,Fermer,61,Male,Euro,Master's Degree,Self-Employed,Single,Mortgage,195,769,58158.45,1574.79,late,debt consolidation,66488.33,20
196,Maurice,Orpen,29,Male,Hryvnia,Master's Degree,Self-Employed,Single,Own,196,644,93663.49,13966.34,late,medical expenses,8522.32,25
197,Pamella,Heinle,80,Female,Yuan Renminbi,Bachelor's Degree,Unemployed,Divorced,Own,197,790,62811.76,29883.41,on-time,home improvement,37397.97,10
198,Sholom,Larner,62,Male,Yuan Renminbi,High School Diploma,Employed,Divorced,Own,198,555,68468.55,24372.06,on-time,debt consolidation,24173.4,3
199,Kayne,Goodge,34,Male,Yuan Renminbi,PhD,Employed,Married,Mortgage,199,685,98474.26,15264.38,late,debt consolidation,99509.91,18
200,Phylys,Benzie,70,Female,Euro,Master's Degree,Unemployed,Married,Own,200,416,88534.59,30076.15,on-time,debt consolidation,15479.02,23
201,Blair,MacAnulty,20,Female,Naira,Bachelor's Degree,Unemployed,Married,Rent,201,840,5006.56,13675.56,on-time,home improvement,80432.64,27
202,Gunar,Fleg,81,Male,Euro,Master's Degree,Unemployed,Single,Rent,202,588,4930.83,27640.9,late,home improvement,87644.49,4
203,Lura,Irnys,27,Agender,Euro,High School Diploma,Self-Employed,Widowed,Rent,203,700,80314.99,45511.08,missed,home improvement,97172.45,20
204,Mildrid,Riolfi,79,Female,Yuan Renminbi,Bachelor's Degree,Unemployed,Married,Own,204,562,23613.24,2336.17,on-time,medical expenses,42915.56,3
205,Skipp,Iwaszkiewicz,76,Male,Euro,High School Diploma,Self-Employed,Widowed,Rent,205,397,4279.7,25175.74,missed,home improvement,33443.14,30
206,Udale,Camock,64,Male,Ruble,High School Diploma,Employed,Widowed,Rent,206,623,49747.43,5867.82,missed,medical expenses,78851.35,13
207,Justinn,Bourbon,33,Female,Baht,PhD,Employed,Single,Rent,207,429,39916.48,49264.45,late,debt consolidation,67813.85,4
208,Nance,MacCahey,28,Female,Yen,High School Diploma,Unemployed,Single,Own,208,490,8006.27,8092.06,on-time,medical expenses,44530.2,3
209,Hadria,Leist,39,Female,Peso,Bachelor's Degree,Unemployed,Widowed,Own,209,769,73748.38,49647.12,on-time,medical expenses,56769.41,23
210,Luke,Levicount,32,Male,Yuan Renminbi,PhD,Employed,Divorced,Own,210,425,50199.36,16543.55,on-time,home improvement,36815.69,5
211,Berry,Skouling,78,Female,Dollar,High School Diploma,Self-Employed,Single,Own,211,642,69582.46,38894.72,on-time,home improvement,46785.45,6
212,Dion,Poskitt,74,Male,Yuan Renminbi,High School Diploma,Unemployed,Married,Mortgage,212,713,99228.25,33940.06,late,home improvement,55343.59,9
213,Druci,Risebarer,56,Female,Ruble,Bachelor's Degree,Self-Employed,Divorced,Own,213,418,54118.91,47101.95,late,home improvement,40743.14,19
214,Tommi,Danes,20,Female,Sol,High School Diploma,Self-Employed,Widowed,Own,214,317,14431.55,35563.69,late,home improvement,54165.3,14
215,Read,Adnams,18,Male,Euro,Bachelor's Degree,Self-Employed,Single,Mortgage,215,847,37718.92,44728.99,missed,medical expenses,86563.64,29
216,Anne-marie,Marty,61,Female,Lempira,Bachelor's Degree,Employed,Married,Own,216,526,14874.38,44756.42,on-time,debt consolidation,99629.01,27
217,Inigo,Grenfell,55,Male,Yuan Renminbi,PhD,Self-Employed,Divorced,Mortgage,217,699,6376.89,40141.16,missed,debt consolidation,62055.92,19
218,Shelden,Dallin,67,Male,Rupiah,High School Diploma,Employed,Divorced,Own,218,478,2543.65,14832.77,late,home improvement,54314.21,9
219,Vassili,Ambrois,25,Male,Real,Bachelor's Degree,Employed,Widowed,Mortgage,219,387,3313.38,42292.92,late,medical expenses,86267.76,3
220,Emogene,Fountian,43,Female,Dollar,High School Diploma,Unemployed,Divorced,Own,220,782,35394.93,42571.48,late,home improvement,84777.92,21
221,Clarette,Batters,29,Female,Dollar,Master's Degree,Self-Employed,Divorced,Rent,221,702,94855.63,36048.75,on-time,medical expenses,21984.1,15
222,Ardelis,Horche,83,Female,Pound,Master's Degree,Self-Employed,Married,Own,222,678,35475.66,33967.64,on-time,debt consolidation,99539.93,25
223,Wat,Gammack,65,Bigender,Yuan Renminbi,Bachelor's Degree,Self-Employed,Widowed,Mortgage,223,361,77514.53,14269.94,missed,medical expenses,63992.61,2
224,Janey,Durham,70,Female,Euro,High School Diploma,Employed,Married,Mortgage,224,578,70153.87,1628.38,late,debt consolidation,16955.39,15
225,Efrem,Whoolehan,33,Male,Peso,Master's Degree,Unemployed,Single,Own,225,773,35851.71,5851.54,missed,medical expenses,96291.35,21
226,Gilligan,Andrusov,67,Female,Real,High School Diploma,Employed,Divorced,Own,226,300,98819.81,8265.99,missed,debt consolidation,96406.11,16
227,Renaud,Gyrgorwicx,37,Male,Peso,High School Diploma,Unemployed,Widowed,Mortgage,227,731,1257.26,41848.54,missed,home improvement,51075.23,10
228,Sydney,Headley,65,Genderqueer,Krone,PhD,Employed,Married,Mortgage,228,788,938.67,40835.78,late,medical expenses,80140.14,5
229,Gerhardt,Flisher,24,Male,Rupiah,High School Diploma,Unemployed,Married,Own,229,405,34403.25,20671.92,late,medical expenses,27411.28,25
230,Lucius,Claypool,19,Male,Hryvnia,Bachelor's Degree,Self-Employed,Married,Own,230,502,84098.34,37769.57,on-time,home improvement,99213.02,3
231,Debra,Harget,29,Female,Gourde,High School Diploma,Unemployed,Married,Rent,231,688,15178.36,9828.86,late,medical expenses,92997.16,29
232,Jazmin,Hendrik,41,Female,Cordoba,PhD,Employed,Widowed,Own,232,832,99446.4,3630.93,on-time,home improvement,19736.85,8
233,Sibbie,Wardel,41,Female,Yuan Renminbi,High School Diploma,Self-Employed,Married,Rent,233,736,38311.27,24758.11,late,home improvement,70390.81,24
234,Modestia,Capeloff,34,Female,Kina,PhD,Unemployed,Married,Rent,234,587,8815.7,40905.71,missed,home improvement,91655.36,24
235,Carey,Godsafe,70,Male,Rupiah,High School Diploma,Employed,Married,Rent,235,413,43602.36,33476.53,on-time,home improvement,14500.72,26
236,Myles,Vahl,78,Male,Koruna,High School Diploma,Self-Employed,Widowed,Mortgage,236,548,18607.06,34198.17,late,debt consolidation,87436.73,6
237,Ann,Duplock,45,Female,Zloty,PhD,Employed,Widowed,Rent,237,369,19015.86,21108.1,late,medical expenses,99464.66,24
238,Franz,Allebone,74,Male,Ruble,High School Diploma,Employed,Married,Rent,238,499,43687.54,28549.77,missed,medical expenses,89913.14,13
239,Maddalena,Olsen,37,Female,Yuan Renminbi,Bachelor's Degree,Self-Employed,Single,Rent,239,423,54554.0,9747.75,late,medical expenses,61977.35,27
240,Tawnya,Idney,75,Female,Rial,PhD,Employed,Single,Rent,240,689,23927.13,44200.2,on-time,medical expenses,21478.84,5
241,Danie,McCarrick,76,Male,Baht,High School Diploma,Employed,Single,Own,241,695,21122.4,26261.92,on-time,medical expenses,30421.38,22
242,Ashley,Largan,79,Female,Yuan Renminbi,High School Diploma,Employed,Widowed,Mortgage,242,721,99039.96,16985.31,missed,medical expenses,64371.52,14
243,Ozzy,Ciccarello,18,Male,Euro,High School Diploma,Employed,Widowed,Mortgage,243,511,58331.92,26832.63,on-time,debt consolidation,36629.31,5
244,Rooney,Mc Cahey,73,Male,Yuan Renminbi,PhD,Unemployed,Widowed,Mortgage,244,379,57136.72,36467.78,on-time,debt consolidation,92476.04,9
245,Garfield,Fassum,52,Male,Rupiah,PhD,Self-Employed,Married,Rent,245,813,57945.7,42069.6,missed,debt consolidation,81994.15,14
246,Jesselyn,Pavkovic,38,Female,Euro,Bachelor's Degree,Employed,Single,Own,246,456,37934.86,566.64,late,debt consolidation,53503.54,16
247,Dwayne,Milmo,47,Male,Peso,Bachelor's Degree,Self-Employed,Married,Mortgage,247,623,55488.69,47055.11,late,home improvement,21176.9,16
248,Anjela,Wissbey,50,Female,Euro,High School Diploma,Unemployed,Divorced,Rent,248,685,83290.51,3602.52,late,debt consolidation,63261.6,6
249,Eduard,Turville,72,Male,Pound,Bachelor's Degree,Unemployed,Divorced,Mortgage,249,575,39280.92,3927.17,late,medical expenses,13941.8,1
250,Poppy,Armes,70,Female,Peso,Bachelor's Degree,Unemployed,Widowed,Rent,250,309,12963.72,39180.79,late,medical expenses,93335.43,14
251,Ker,Casarili,68,Male,Rupiah,PhD,Employed,Married,Mortgage,251,497,20523.26,48860.82,on-time,debt consolidation,42252.18,16
252,Miof mela,Eingerfield,63,Female,Peso,High School Diploma,Unemployed,Widowed,Own,252,397,80744.92,22495.33,on-time,home improvement,26256.23,13
253,Conrad,Farren,21,Male,Hryvnia,Master's Degree,Employed,Widowed,Own,253,511,27891.85,21095.16,missed,medical expenses,38227.72,25
254,Nolly,Abramcik,41,Male,Yuan Renminbi,PhD,Unemployed,Married,Own,254,463,11092.85,22403.47,missed,debt consolidation,56098.97,20
255,Billy,Stannus,70,Female,Dong,PhD,Employed,Divorced,Own,255,581,59473.37,31162.01,late,debt consolidation,15501.93,2
256,Berkley,Nulty,45,Male,Dollar,Bachelor's Degree,Unemployed,Widowed,Own,256,708,9172.2,41319.92,missed,home improvement,63930.99,1
257,Kass,Gheerhaert,41,Female,Dollar,PhD,Unemployed,Widowed,Mortgage,257,627,87994.15,49106.2,on-time,medical expenses,54984.18,2
258,Remus,Sheerin,24,Male,Ruble,Bachelor's Degree,Employed,Single,Own,258,626,85807.02,12693.77,late,debt consolidation,34863.98,9
259,Butch,Broodes,75,Male,Euro,PhD,Unemployed,Single,Rent,259,582,81043.76,21571.78,missed,debt consolidation,8189.15,2
260,Sophronia,Abdie,24,Female,Euro,Bachelor's Degree,Employed,Single,Rent,260,650,8595.0,16122.26,missed,medical expenses,41838.65,21
261,Erinn,Alennikov,22,Female,Peso,High School Diploma,Employed,Married,Mortgage,261,438,80453.92,33766.83,late,home improvement,53268.21,25
262,Riobard,Elsbury,76,Bigender,Lev,Master's Degree,Self-Employed,Married,Rent,262,545,66990.33,46088.28,missed,home improvement,63147.4,24
263,Gerladina,Ochterlonie,35,Female,Real,High School Diploma,Self-Employed,Divorced,Own,263,687,68529.53,20948.92,on-time,medical expenses,4463.63,10
264,Rosabel,Costell,56,Female,Naira,Master's Degree,Employed,Married,Own,264,768,94609.58,16953.18,missed,medical expenses,38545.84,2
265,Lockwood,Taleworth,67,Male,Koruna,Bachelor's Degree,Self-Employed,Single,Rent,265,661,68132.16,9150.87,missed,medical expenses,57147.34,25
266,Daisie,Foskett,56,Female,Sol,Bachelor's Degree,Unemployed,Divorced,Own,266,436,99155.17,25491.74,missed,debt consolidation,86512.09,8
267,Jayne,Baldrey,34,Female,Tenge,Bachelor's Degree,Unemployed,Divorced,Own,267,435,85367.96,5498.63,late,debt consolidation,24266.8,25
268,Shalom,Worswick,65,Male,Rial,Bachelor's Degree,Unemployed,Divorced,Rent,268,773,71093.62,27924.99,late,debt consolidation,51302.04,22
269,Calla,Shevelin,58,Female,Dollar,PhD,Unemployed,Widowed,Rent,269,572,86946.46,38519.43,late,debt consolidation,70436.05,22
270,Massimo,Pettko,68,Male,Euro,Master's Degree,Unemployed,Divorced,Own,270,849,35822.06,41393.79,on-time,medical expenses,3325.0,18
271,Maud,Banville,44,Female,Rupiah,High School Diploma,Self-Employed,Widowed,Mortgage,271,798,88107.38,34305.85,on-time,medical expenses,39102.43,6
272,Reba,Belliss,82,Female,Ruble,PhD,Unemployed,Divorced,Mortgage,272,507,60725.53,39507.26,missed,home improvement,73949.3,24
273,Freddy,Rayman,36,Female,Peso,High School Diploma,Employed,Single,Mortgage,273,727,9412.66,935.23,on-time,debt consolidation,26860.55,6
274,Jacinda,Barde,35,Genderfluid,Tugrik,High School Diploma,Unemployed,Single,Mortgage,274,502,5768.5,12616.17,on-time,home improvement,14306.13,2
275,Leontine,Knibb,85,Female,Yuan Renminbi,PhD,Employed,Divorced,Mortgage,275,745,54201.81,10186.38,late,home improvement,43906.05,3
276,Lissie,Schroder,78,Female,Krona,Master's Degree,Employed,Single,Rent,276,514,78524.94,6033.89,late,medical expenses,91190.17,7
277,Adria,Jones,61,Female,Peso,Master's Degree,Employed,Single,Own,277,456,64851.1,49590.42,missed,medical expenses,86685.15,15
278,Curr,Ryton,43,Male,Peso,PhD,Self-Employed,Married,Mortgage,278,404,19127.01,13943.2,on-time,debt consolidation,47242.73,10
279,Ray,Cobbing,43,Female,Yuan Renminbi,Bachelor's Degree,Self-Employed,Single,Mortgage,279,692,91193.89,5977.03,on-time,home improvement,17671.63,27
280,Minta,Meaders,68,Female,Yuan Renminbi,High School Diploma,Self-Employed,Single,Mortgage,280,351,89401.56,36276.04,missed,debt consolidation,41802.71,16
281,Octavius,Couvet,73,Male,Peso,Master's Degree,Employed,Single,Rent,281,435,44912.52,47438.22,on-time,medical expenses,52621.12,27
282,Aland,Skelcher,78,Male,Rupiah,Master's Degree,Employed,Married,Own,282,311,87065.38,25792.52,late,debt consolidation,40749.87,30
283,Hubie,Jagels,66,Male,Rupiah,PhD,Employed,Divorced,Mortgage,283,765,27562.46,601.67,on-time,debt consolidation,23547.85,17
284,Giff,Vaskov,82,Male,Ruble,Master's Degree,Self-Employed,Married,Mortgage,284,508,9478.96,13398.36,missed,debt consolidation,17176.64,3
285,Judah,Zincke,70,Male,Won,High School Diploma,Self-Employed,Divorced,Mortgage,285,748,55764.77,34236.63,late,home improvement,45790.88,8
286,Huntington,Kollatsch,64,Male,Ruble,PhD,Employed,Married,Mortgage,286,578,56833.92,643.15,on-time,home improvement,52133.62,10
287,Kenton,Balls,33,Male,Manat,PhD,Employed,Divorced,Own,287,850,74951.39,21761.35,missed,home improvement,98397.57,1
288,Heath,Bellenie,85,Male,Ruble,Master's Degree,Self-Employed,Married,Own,288,547,4056.7,31124.75,missed,home improvement,64646.65,28
289,Olav,Edelman,84,Non-binary,Yuan Renminbi,Master's Degree,Self-Employed,Single,Mortgage,289,354,52711.54,34114.68,missed,home improvement,2981.92,24
290,Idette,Ainger,45,Female,Zloty,High School Diploma,Unemployed,Divorced,Mortgage,290,334,46171.39,19720.82,late,debt consolidation,69934.05,4
291,Brien,Smails,66,Male,Peso,PhD,Unemployed,Married,Mortgage,291,345,98290.76,48726.56,missed,debt consolidation,86365.69,19
292,Daniel,Leteurtre,58,Male,Dollar,High School Diploma,Employed,Married,Own,292,645,11087.43,11724.13,late,medical expenses,97169.15,26
293,Rosco,Parkey,48,Male,Euro,PhD,Unemployed,Divorced,Mortgage,293,612,20420.29,16906.32,late,home improvement,45549.04,30
294,Ceciley,Kenwood,73,Female,Rupee,PhD,Self-Employed,Divorced,Rent,294,850,3456.9,24707.14,missed,debt consolidation,83225.2,28
295,Dov,Hughman,19,Male,Euro,Master's Degree,Self-Employed,Divorced,Mortgage,295,450,68915.34,14629.69,late,home improvement,92655.2,15
296,Stanislas,Covelle,22,Male,Euro,High School Diploma,Self-Employed,Widowed,Rent,296,300,90779.18,49047.6,on-time,home improvement,77535.84,6
297,Scarface,Stoke,61,Male,Yuan Renminbi,PhD,Self-Employed,Divorced,Rent,297,362,16899.99,3649.3,late,debt consolidation,22183.89,4
298,Gothart,Morales,79,Male,Rupiah,Master's Degree,Self-Employed,Married,Own,298,783,49934.62,19766.35,missed,home improvement,55357.21,26
299,Melony,Lempke,39,Female,Ruble,Bachelor's Degree,Employed,Single,Own,299,545,53543.28,4043.85,on-time,medical expenses,74506.58,16
300,Meir,de Glanville,20,Agender,Peso,PhD,Employed,Single,Mortgage,300,518,89026.3,48470.58,on-time,medical expenses,98761.64,5
301,Jennine,Schlag,18,Agender,Peso,Master's Degree,Unemployed,Single,Rent,301,431,41997.85,44141.05,missed,medical expenses,81411.75,26
302,Thayne,Hovenden,75,Male,Litas,PhD,Unemployed,Divorced,Own,302,766,41562.83,36774.19,missed,home improvement,24724.25,17
303,Alwin,Winchester,30,Male,Peso,Master's Degree,Self-Employed,Divorced,Mortgage,303,328,90374.67,7325.79,late,debt consolidation,55956.4,5
304,Georgianna,Gilsthorpe,79,Female,Yuan Renminbi,Master's Degree,Employed,Married,Own,304,754,48781.45,42326.39,on-time,medical expenses,31821.53,22
305,Drucie,Hug,59,Female,Baht,High School Diploma,Self-Employed,Divorced,Mortgage,305,804,57774.76,7928.75,late,medical expenses,49990.55,12
306,Jemmy,Zukierman,43,Female,Yuan Renminbi,Bachelor's Degree,Employed,Divorced,Own,306,413,80446.75,19744.2,missed,home improvement,78578.16,23
307,Calvin,Lawling,29,Male,Euro,Master's Degree,Self-Employed,Widowed,Mortgage,307,832,696.71,32212.69,on-time,medical expenses,81925.34,3
308,Bibbye,Connachan,34,Female,Krona,High School Diploma,Unemployed,Divorced,Own,308,474,71891.62,42031.47,late,debt consolidation,31339.72,21
309,Laurice,Bondy,41,Female,Euro,High School Diploma,Employed,Divorced,Own,309,492,79855.63,49324.66,on-time,medical expenses,58099.03,9
310,Jud,Delacourt,38,Male,Denar,High School Diploma,Self-Employed,Single,Own,310,352,63121.51,37823.98,on-time,home improvement,71442.49,18
311,Jeramey,Swinburn,70,Male,Peso,Bachelor's Degree,Unemployed,Widowed,Mortgage,311,480,50344.02,10201.66,missed,debt consolidation,57702.13,28
312,Amos,Bilbrooke,65,Male,Yuan Renminbi,Bachelor's Degree,Employed,Divorced,Mortgage,312,775,36244.4,29499.58,late,home improvement,26128.05,12
313,Lucita,Dawidman,61,Female,Euro,Master's Degree,Employed,Married,Mortgage,313,536,43841.67,34743.33,missed,home improvement,3534.88,12
314,Carlos,Tyrer,84,Male,Bolivar,Master's Degree,Unemployed,Married,Mortgage,314,583,18649.73,29408.63,on-time,home improvement,80177.6,3
315,Rebbecca,Bohea,60,Female,Euro,Bachelor's Degree,Self-Employed,Married,Own,315,632,60278.96,20792.59,missed,debt consolidation,98026.22,20
316,Berton,Petriello,83,Male,Rupiah,PhD,Unemployed,Married,Own,316,316,15747.09,32881.68,missed,home improvement,67390.98,7
317,Freddie,Raffan,85,Male,Yuan Renminbi,PhD,Employed,Widowed,Mortgage,317,780,26072.35,9980.91,late,medical expenses,6384.77,7
318,Skylar,Hamments,79,Male,Rupiah,Bachelor's Degree,Unemployed,Single,Mortgage,318,785,66202.36,21373.65,late,medical expenses,19350.31,9
319,Ferdie,Clemow,29,Male,Franc,Bachelor's Degree,Unemployed,Divorced,Rent,319,654,53502.94,40943.72,late,home improvement,99548.52,17
320,Kendricks,McShane,72,Male,Rupiah,PhD,Employed,Divorced,Mortgage,320,314,65342.76,34823.29,late,medical expenses,79526.24,20
321,Gilli,Haimes,41,Female,Real,Bachelor's Degree,Self-Employed,Divorced,Own,321,806,92570.59,32039.8,missed,home improvement,73254.27,25
322,Hailee,Alessandrini,51,Female,Peso,Bachelor's Degree,Employed,Married,Own,322,642,10368.48,14231.74,on-time,medical expenses,95660.73,29
323,Mitchael,Gallard,82,Male,Birr,Bachelor's Degree,Employed,Widowed,Rent,323,662,23770.02,40148.59,missed,debt consolidation,83895.01,28
324,Marlie,Crookston,48,Female,Euro,PhD,Unemployed,Widowed,Rent,324,373,51258.24,20738.4,late,home improvement,92874.58,12
325,Anabel,Gracey,44,Female,Yuan Renminbi,PhD,Employed,Single,Own,325,829,34926.05,17141.58,missed,medical expenses,15398.76,22
326,Demetria,Splevin,20,Female,Quetzal,PhD,Unemployed,Divorced,Own,326,512,20682.23,24336.54,late,debt consolidation,53832.9,4
327,Lorain,Circuitt,39,Female,Dinar,Bachelor's Degree,Self-Employed,Widowed,Own,327,693,83276.78,35285.15,missed,home improvement,66207.55,6
328,Glynnis,Harrap,73,Female,Lempira,High School Diploma,Unemployed,Married,Mortgage,328,546,70032.66,17070.94,on-time,debt consolidation,85517.31,24
329,Lauryn,Greenwell,38,Female,Yuan Renminbi,Master's Degree,Unemployed,Divorced,Mortgage,329,371,70226.03,12519.25,late,debt consolidation,36522.06,19
330,Dallas,Addekin,34,Female,Won,Bachelor's Degree,Self-Employed,Divorced,Mortgage,330,350,50183.56,24066.84,missed,debt consolidation,36193.25,7
331,Darlene,Rosenfarb,46,Female,Yuan Renminbi,Master's Degree,Employed,Widowed,Rent,331,603,53014.68,33976.76,on-time,medical expenses,46294.61,4
332,Rebekah,Norcop,35,Female,Euro,Bachelor's Degree,Self-Employed,Married,Own,332,739,46122.88,24951.35,late,home improvement,54896.76,21
333,Sophie,Breckin,40,Female,Peso,High School Diploma,Unemployed,Divorced,Mortgage,333,497,53209.37,4052.09,on-time,medical expenses,95080.26,4
334,Mariska,Arkwright,32,Female,Yuan Renminbi,PhD,Self-Employed,Single,Rent,334,615,9054.55,35783.4,on-time,debt consolidation,25895.68,19
335,Edward,Milstead,40,Male,Yuan Renminbi,PhD,Unemployed,Married,Mortgage,335,335,58385.88,17435.98,missed,medical expenses,39909.88,27
336,Cris,Arnaud,30,Female,Dollar,Bachelor's Degree,Unemployed,Widowed,Mortgage,336,485,68743.61,36078.87,missed,home improvement,50279.09,12
337,Justis,Odger,23,Male,Yuan Renminbi,High School Diploma,Self-Employed,Divorced,Own,337,772,85521.26,17942.27,missed,home improvement,42249.87,16
338,Alex,Woodford,81,Male,Yuan Renminbi,PhD,Self-Employed,Divorced,Own,338,422,43853.29,14108.46,late,debt consolidation,31077.11,30
339,Prince,Hawson,79,Male,Rupiah,PhD,Unemployed,Divorced,Own,339,410,57808.21,29199.88,late,home improvement,72300.46,10
340,Esmaria,Shere,26,Female,Koruna,Bachelor's Degree,Employed,Widowed,Rent,340,362,82789.88,6794.9,late,home improvement,93106.38,18
341,Cecilio,Giacoppo,48,Male,Baht,Bachelor's Degree,Unemployed,Single,Mortgage,341,621,29050.97,12017.43,on-time,debt consolidation,25951.54,18
342,Timmie,Dudding,45,Female,Euro,High School Diploma,Unemployed,Divorced,Rent,342,314,25910.31,4041.06,on-time,medical expenses,35646.68,11
343,Madelene,Titmarsh,56,Female,Rupiah,PhD,Unemployed,Widowed,Rent,343,490,12007.15,23143.07,late,debt consolidation,28976.14,7
344,Zane,Witham,65,Male,Hryvnia,High School Diploma,Self-Employed,Divorced,Rent,344,301,31780.84,12222.71,missed,medical expenses,51063.2,26
345,Melisande,Reuble,26,Female,Naira,Bachelor's Degree,Self-Employed,Divorced,Rent,345,676,51740.7,34883.47,missed,debt consolidation,2662.46,11
346,Sean,Cussins,65,Female,Krona,PhD,Employed,Widowed,Rent,346,623,55419.16,24203.31,late,debt consolidation,98618.67,7
347,Ara,McCarrick,68,Female,Ruble,PhD,Employed,Married,Rent,347,681,99667.82,43666.51,missed,debt consolidation,16914.77,15
348,Clay,Gylle,51,Male,Peso,Master's Degree,Self-Employed,Single,Rent,348,603,69170.95,20007.24,missed,home improvement,92401.24,11
349,Olivie,Spraggs,18,Female,Real,PhD,Employed,Married,Rent,349,503,28805.35,49157.32,late,debt consolidation,2985.55,18
350,Roderigo,Carty,28,Male,Ruble,Bachelor's Degree,Self-Employed,Married,Own,350,411,66056.17,22384.49,missed,medical expenses,50791.5,13
351,Talyah,Stronack,59,Female,Naira,High School Diploma,Self-Employed,Single,Own,351,356,72961.56,30491.05,late,debt consolidation,29031.63,11
352,Lainey,Maybery,33,Female,Denar,PhD,Self-Employed,Divorced,Own,352,458,57525.3,36947.72,missed,medical expenses,70392.23,2
353,Nina,Jelphs,42,Female,Yen,Master's Degree,Self-Employed,Widowed,Own,353,601,73898.88,2307.05,late,medical expenses,14163.72,26
354,Rhody,Doggett,45,Female,Krona,Bachelor's Degree,Self-Employed,Widowed,Mortgage,354,470,72047.95,5521.88,on-time,medical expenses,12160.62,7
355,Myriam,Davidman,76,Female,Dollar,High School Diploma,Employed,Divorced,Rent,355,420,91697.47,25659.1,missed,debt consolidation,21825.06,23
356,Lotte,Pierse,75,Female,Peso,High School Diploma,Employed,Widowed,Rent,356,505,75148.29,11305.31,on-time,debt consolidation,38269.74,30
357,North,Zoephel,81,Male,Pound,Master's Degree,Self-Employed,Widowed,Mortgage,357,322,10744.25,7206.19,on-time,home improvement,56438.92,18
358,Amory,Pleming,73,Male,Hryvnia,PhD,Unemployed,Widowed,Mortgage,358,328,73438.66,30610.51,late,debt consolidation,23392.33,11
359,Ursuline,Guisler,38,Female,Rial,Bachelor's Degree,Self-Employed,Married,Rent,359,472,96256.0,49347.94,on-time,debt consolidation,62563.22,15
360,Nydia,Moar,76,Female,Shilling,Master's Degree,Self-Employed,Married,Rent,360,614,22281.62,43261.28,missed,debt consolidation,79844.59,28
361,Port,Evans,19,Male,Yuan Renminbi,High School Diploma,Unemployed,Divorced,Mortgage,361,744,78573.72,20197.06,late,home improvement,44668.5,21
362,Della,Buggy,77,Female,Zloty,High School Diploma,Unemployed,Divorced,Own,362,574,2708.12,3902.11,late,home improvement,27993.7,4
363,Mathian,Atcherley,53,Bigender,Rupiah,Master's Degree,Unemployed,Single,Rent,363,437,77152.98,2241.73,late,home improvement,41195.77,25
364,Noreen,Burnyeat,36,Female,Yuan Renminbi,Bachelor's Degree,Self-Employed,Married,Rent,364,603,95453.72,6437.39,on-time,debt consolidation,23750.92,23
365,Dahlia,Gerlts,43,Female,Yuan Renminbi,PhD,Employed,Single,Rent,365,462,35289.05,21617.29,missed,home improvement,91227.97,15
366,Helene,Hateley,84,Female,Dollar,Master's Degree,Employed,Widowed,Own,366,419,20612.68,46250.97,missed,debt consolidation,1220.55,29
367,Carlie,Kurth,49,Female,Yuan Renminbi,High School Diploma,Unemployed,Married,Rent,367,437,19627.72,35127.3,on-time,medical expenses,42348.66,10
368,Ellery,Payler,61,Male,Dollar,High School Diploma,Unemployed,Divorced,Mortgage,368,831,29889.95,17624.0,late,debt consolidation,18360.57,18
369,Lemar,Parlour,34,Male,Peso,Bachelor's Degree,Self-Employed,Widowed,Own,369,305,23487.47,43897.84,late,medical expenses,45534.98,23
370,Chrissy,Haffenden,32,Male,Rupiah,PhD,Self-Employed,Married,Mortgage,370,724,50499.3,21551.6,on-time,debt consolidation,78496.05,23
371,Erik,Madine,26,Male,Rupiah,Master's Degree,Self-Employed,Divorced,Mortgage,371,613,26380.28,1807.37,on-time,medical expenses,7166.64,20
372,Gustav,Lumby,30,Male,Real,PhD,Self-Employed,Widowed,Own,372,491,10960.28,27676.73,late,debt consolidation,68940.47,21
373,Esma,Smorthwaite,69,Non-binary,Dram,PhD,Employed,Married,Mortgage,373,812,15818.64,48575.35,late,medical expenses,62988.24,27
374,Casandra,Jakubiak,37,Female,Koruna,PhD,Employed,Widowed,Mortgage,374,723,44862.34,15410.8,missed,debt consolidation,58417.89,1
