property_id,transaction_date,property_type,sale_price,purchase_price,buyer_name,seller_name,agent_name,commission_rate,profit
233,4/19/2020,townhouse,141553.56,758784.88,Francine Woodrooffe,Dukey Osinin,Ansell Fincher,0.02,-617231.32
234,6/30/2021,house,195127.06,340641.42,Edwin Evitt,Jacob Helks,Nydia Sallier,0.05,-145514.36
235,12/12/2021,apartment,771192.97,794505.12,Catlin Marjoram,Caitlin Nevill,Jeanine Burdett,0.07,-23312.15
236,12/2/2020,townhouse,342149.27,395271.21,Rhetta Valois,Carol Fradson,Elinore Daffern,0.01,-53121.94
237,9/28/2020,apartment,148746.4,852156.7,Dee dee Tuplin,Tailor Rittelmeyer,Caro O'Reagan,0.05,-703410.3
238,10/31/2021,condo,984637.89,524659.0,Sissie Wadhams,Carri Imison,Othello Figgins,0.1,459978.89
239,4/26/2021,apartment,660470.98,136657.18,Tyrus Hammarberg,Quinn Worsfold,Westley Stollwerck,0.01,523813.8
240,1/12/2020,house,161132.11,605948.09,Joey Jestico,Frieda Loney,Tobe McCrudden,0.03,-444815.98
241,10/16/2020,apartment,467370.19,351228.56,Erich Dellenbach,Dacy Cheeld,Morton Chomiszewski,0.06,116141.63
242,3/7/2021,condo,397442.38,104415.16,Tedda Rivlin,Sutton Rubinov,Mason Ponton,0.02,293027.22
243,4/26/2020,townhouse,532335.36,166540.19,Amelie Fergusson,Zia Janczak,Gaelan Soar,0.07,365795.17
244,9/20/2021,house,944654.05,930932.35,Tamiko Redshaw,Tonia Synnot,Mireille Ratlee,0.05,13721.7
245,4/4/2021,apartment,845735.53,345372.91,Kelsi Bloxland,Ahmad Birwhistle,Sax Ingledow,0.06,500362.62
246,12/24/2021,house,484325.0,885634.05,Dory Girault,Marleen Reolfi,Linzy Backhouse,0.06,-401309.05
247,7/8/2021,townhouse,858846.93,674616.33,Leticia Stripp,Leon Newbury,Gabie Etherton,0.07,184230.6
248,3/16/2021,condo,910556.57,610202.28,Gussi Kane,Minnnie Fassam,Kara O'Carrol,0.08,300354.29
249,7/13/2020,house,936923.56,393521.45,Wenona Richardeau,Thurston Franzel,Albrecht Cristofalo,0.09,543402.11
250,4/2/2020,townhouse,347052.4,290320.26,Lorrie Ramsay,Cleveland Breacher,Fae Townrow,0.01,56732.14
251,1/9/2021,apartment,53503.72,900944.88,Xaviera MacAughtrie,Jaime Tapley,Celinda Fanthom,0.04,-847441.16
252,1/8/2021,condo,782343.08,451956.04,Matty Iskov,Moina Castellini,Lorrin Mylan,0.07,330387.04
253,4/13/2021,condo,716244.53,535327.53,Pamelina Wraighte,Morrie Benaine,Vanna Hannigane,0.05,180917.0
254,11/6/2020,townhouse,811978.07,509686.03,Katheryn Fullom,Valle Gracey,Christy Fitzjohn,0.04,302292.04
255,12/18/2021,condo,75351.03,642336.81,Ted Heijnen,Dorian Blazeby,Welby Haye,0.05,-566985.78
256,10/3/2020,house,656342.13,354289.27,Dunstan Pearne,Lita Wilsee,Doug Eneas,0.09,302052.86
257,2/18/2021,apartment,353789.28,145925.59,Darla Shimoni,Lay Barnardo,Maribeth Deevey,0.09,207863.69
258,3/11/2020,house,640774.39,413709.07,Kent Keeves,Skipton Treend,Charis Bullen,0.07,227065.32
259,11/17/2021,condo,238544.7,833545.69,Beauregard Creek,Gustavo Everett,Denyse Laite,0.08,-595000.99
260,3/27/2021,apartment,214787.61,306245.14,Alikee Mapp,Bernardo Portal,Celestia Consterdine,0.08,-91457.53
261,2/5/2020,house,561473.51,578726.77,Aldis Shedd,Sybila Janney,Holly-anne Poplee,0.07,-17253.26
262,1/31/2021,townhouse,625387.71,820698.27,Ariadne Suggett,Lenard Keedy,Jacquelin Dimitrescu,0.02,-195310.56
263,11/4/2021,condo,822110.4,589480.82,Harry Dowgill,Kellyann Siveyer,Stephannie Roseby,0.06,232629.58
264,5/29/2020,condo,307714.68,973383.08,Blair Leah,Lorne Marzelle,Esmeralda Lowin,0.09,-665668.4
265,1/8/2021,apartment,565838.72,165201.94,Rodolfo Magister,Jeannie Bendig,Murray Golds,0.07,400636.78
266,6/17/2021,house,681627.41,636354.82,Tymon Benka,Regine Cadney,Fabio Wessing,0.02,45272.59
267,10/24/2020,apartment,705344.24,629217.7,Mollee Burgne,Carmine Bisatt,Francyne Elcoat,0.06,76126.54
268,10/15/2020,apartment,850022.09,778581.08,Brinn Redmell,Maribel Pharaoh,Renata Flowith,0.08,71441.01
269,7/29/2020,house,488841.19,891440.49,Claudianus Shillabeare,Percy Lamerton,Jaymie Tomankiewicz,0.09,-402599.3
270,11/24/2020,house,560211.99,332877.33,Gothart Bjorkan,Gladys Noton,Dosi Fontenot,0.09,227334.66
271,12/13/2020,house,529091.44,437089.08,Merridie Kummerlowe,Sileas Dukelow,Delano Christal,0.1,92002.36
272,10/16/2021,condo,975687.03,871233.33,Linc Graybeal,Tristam Gorelli,Aloysia Charters,0.07,104453.7
273,9/21/2021,apartment,645319.19,403938.03,Phebe Giacopello,Rickie Derby,Martguerita Dimmock,0.03,241381.16
274,10/2/2020,condo,257391.69,518305.9,Ottilie Hanretty,Budd Molines,Arlen Muldowney,0.05,-260914.21
275,7/8/2020,apartment,235115.55,817692.36,Merrill Cortin,Renaldo Hoggin,Ernestus Varnam,0.03,-582576.81
276,4/20/2020,condo,571387.78,726896.3,Modestia Corsor,Demott Digweed,Storm Rawle,0.06,-155508.52
277,7/30/2021,condo,896271.17,551219.39,Giusto Naper,Lawry Rowson,Rourke Backshill,0.09,345051.78
278,4/30/2020,house,909863.73,950361.04,Ody Relf,Salvatore Murtagh,Ezmeralda Jeacocke,0.09,-40497.31
279,11/4/2021,house,657386.89,184483.51,Hannah Hales,Bette Pendergrast,Tan Fernez,0.07,472903.38
280,1/23/2021,apartment,66901.1,945458.34,Flo Colbran,Germayne Safont,Kissie Cragoe,0.04,-878557.24
281,11/28/2021,apartment,320449.12,167089.25,Obadiah Eddowes,Bryna Stower,Vincent Saenz,0.09,153359.87
282,11/1/2020,condo,96974.0,823058.21,Letty Allmen,Cosmo Dronsfield,Bail Niemiec,0.03,-726084.21
283,11/29/2021,condo,733256.32,131129.49,Eleanor Fredy,Maurits Whitfeld,Gasparo Charlet,0.07,602126.83
284,2/28/2021,apartment,930896.97,930419.8,Hale Engledow,Val Jephcote,Odey Arnoud,0.04,477.17
285,6/10/2021,house,748882.25,191039.91,Em Rathbone,Yolande Frisch,Etta Billitteri,0.09,557842.34
286,7/18/2020,apartment,676618.81,990084.63,Eran Sheaber,Minny Lunnon,Arlen Klaes,0.02,-313465.82
287,3/3/2021,apartment,59852.21,927754.32,Colet Tebbut,Belva Gooding,Teodora Fleeman,0.03,-867902.11
288,12/2/2021,house,557544.88,121046.94,Maude Golledge,Wit Strick,Adella Tredgold,0.02,436497.94
289,11/4/2020,apartment,967526.52,163998.61,Chrysler Cords,Dieter Lysaght,Ilaire Lissemore,0.03,803527.91
290,4/4/2020,condo,691964.28,582311.41,Van Blair,Odille Crummay,Rivalee Sollime,0.04,109652.87
291,7/19/2021,condo,299064.21,733991.52,Ernesto Crellin,Valaria Petrou,Clarice De la Harpe,0.07,-434927.31
292,8/11/2020,townhouse,848698.28,966405.61,Arman Le Noury,Sigvard Rolles,Felicity Fairfoull,0.05,-117707.33
293,2/8/2021,condo,988348.64,393075.32,Constantino Barczynski,Florentia Busek,Sandie Szwarc,0.1,595273.32
294,12/13/2021,condo,172047.27,383605.35,Levi Jerman,Ceil Brayne,Corabel Fishbourne,0.02,-211558.08
295,10/4/2020,house,562341.46,472560.94,Renato Papps,Justine Cancellor,Leslie Kirman,0.08,89780.52
296,2/14/2020,house,641498.37,356412.91,Meredith Dennert,Nolana Stanlike,Arturo Gething,0.04,285085.46
297,8/3/2021,townhouse,800877.57,946398.79,Cathryn Boost,Vivia Tyrer,Elia Jonczyk,0.06,-145521.22
298,4/30/2020,house,701870.31,507102.85,Issie Gibbins,Berri Draysey,Margarita Langston,0.04,194767.46
299,2/20/2020,townhouse,823643.51,805870.97,Christophe Labell,Shaun Ambrus,Silvie Collopy,0.03,17772.54
300,1/30/2021,house,698844.89,326873.01,Lolita Toft,Katerine Febvre,Thaddeus Castelluzzi,0.1,371971.88
301,12/14/2020,house,824051.36,301923.2,Maximilien Mieville,Justis Sutor,Cecilio Clowes,0.09,522128.16
302,2/2/2021,condo,113039.65,479122.43,Robbi Braune,Phillis Hayworth,Vale Yurkiewicz,0.05,-366082.78
303,1/18/2021,townhouse,755124.8,725006.67,Krystal Ragbourn,Livvie Blaksley,Andrus Tschierasche,0.03,30118.13
304,2/17/2020,condo,963146.26,957310.87,Marieann Ingold,Conni Doel,Lance Davis,0.01,5835.39
305,8/29/2020,house,718333.22,548483.7,Maxie Petti,Myron Blewis,Claiborne Uvedale,0.03,169849.52
306,6/18/2020,house,262728.88,858810.52,Norene Zaczek,Rafaela Johnstone,Tracy Dockwray,0.06,-596081.64
307,8/15/2020,house,520910.56,846503.14,Northrup Dallimare,Wynny Gravells,Stirling Ander,0.02,-325592.58
308,11/15/2021,condo,226519.56,171826.68,Glori Prothero,Berkie Pomphrett,Ailbert Seaton,0.1,54692.88
309,6/21/2020,townhouse,880408.87,141502.33,Silvanus Czajkowska,Janenna Razzell,Patrice Ibotson,0.09,738906.54
310,10/13/2021,condo,721519.24,570394.11,Nell Scamadin,Ursa Santo,Carmelita Corton,0.1,151125.13
311,2/3/2020,townhouse,702814.22,625885.24,Dougy Fetter,Dell Heyworth,Rolf Trethowan,0.07,76928.98
312,9/17/2020,condo,380536.69,201501.03,Annabelle Purdon,Petrina Shillum,Jocelin MacCoughen,0.02,179035.66
313,3/14/2021,house,133724.6,505707.73,Violante Kalinowsky,Moyra Durward,Brooks Pavluk,0.09,-371983.13
314,11/14/2021,house,111924.19,239492.51,Kattie Lindmark,Sheelagh Kobelt,Ebony Drillingcourt,0.07,-127568.32
315,3/27/2020,townhouse,553464.24,133502.91,Jonas Beauman,Chuck Doggart,Carla Whiskin,0.08,419961.33
316,5/23/2020,townhouse,642549.6,300988.1,Briney Reddy,Gui Lawrenson,Cam Pahl,0.07,341561.5
317,5/9/2020,house,448963.97,294877.0,Avivah Worsley,Pail Domney,Lauretta Andrysiak,0.05,154086.97
318,5/19/2021,house,629198.26,346277.98,Rania Kalvin,Shayla Dayborne,Corrinne Moverley,0.03,282920.28
319,11/1/2021,house,491933.67,176217.85,Lottie Absolom,Molli Askew,Hollyanne Oddy,0.08,315715.82
320,7/2/2021,condo,788031.34,233686.8,Moishe Huguet,Bunni Buddock,Powell Boc,0.02,554344.54
321,7/24/2020,condo,332522.63,986482.25,Catharine Wilflinger,Tootsie Prevost,Nataline Major,0.1,-653959.62
322,1/25/2020,condo,993340.31,264572.25,Cecilio Dollman,Dewitt Tollet,Ana Trenam,0.05,728768.06
323,5/27/2021,condo,825164.43,183429.59,Jaynell Moncreif,Dimitri Hoxey,Kelci MacUchadair,0.06,641734.84
324,6/23/2021,house,513200.6,324535.04,Niccolo Pawson,Julissa Menear,Ryan Symms,0.01,188665.56
325,3/9/2020,condo,270741.87,406053.76,Esther McAlindon,Miranda Ivakhno,Pebrook Gunney,0.08,-135311.89
326,5/29/2021,apartment,724724.74,755481.47,Hasty Maris,Corene Vanshin,Zarla Housego,0.1,-30756.73
327,8/9/2021,condo,690561.99,561764.06,Kaleb Branney,Alla Baverstock,Elana Hinsch,0.09,128797.93
328,1/27/2020,condo,838688.53,851563.44,Joana Newis,Paton Philbrick,Wilbert Rany,0.09,-12874.91
329,3/27/2021,house,318167.41,843265.1,Eleonore Dingle,Wini Milmoe,Lenard Loving,0.05,-525097.69
330,9/8/2021,house,327987.81,620352.65,Jeanelle Stefi,Sherrie Ecclesall,Fredrick Gurnay,0.09,-292364.84
331,4/26/2021,townhouse,300801.3,313910.09,Mario Sleep,Danny Talby,Chase Sparkes,0.01,-13108.79
332,9/18/2020,house,105373.36,838005.93,Drew Cardew,Sianna Reinard,Hercules Dugan,0.09,-732632.57
333,11/22/2020,house,410888.7,481796.93,Lorraine Judkin,Minni Pepper,Marlie Scargle,0.04,-70908.23
334,6/29/2020,townhouse,812955.66,205000.69,Barnett Arundell,Valaria Zecchini,Wright Marian,0.05,607954.97
335,8/17/2021,apartment,363226.66,444200.6,Liz Degoix,Jaimie Glanders,Mariska Nitti,0.06,-80973.94
336,10/8/2021,townhouse,264011.88,374401.1,Suzanne Cruddace,Cleveland Stanion,Jeffry Arbor,0.02,-110389.22
337,3/1/2020,townhouse,377039.38,688277.76,Jaquelin Melonby,Thorstein Webling,Nettie Coursor,0.04,-311238.38
338,2/7/2020,townhouse,673931.06,443136.59,Carmelita Desson,Brooks Gregol,Patten Derry,0.03,230794.47
339,3/20/2021,condo,303159.13,550560.04,Guinevere Prandi,Lewie Greenin,Daren Robiou,0.04,-247400.91
340,4/22/2020,apartment,248140.07,370515.53,Camille Godman,Kane Stillwell,Teressa Glandfield,0.08,-122375.46
341,11/23/2021,apartment,423591.89,979979.57,Giacobo Beedom,Corene Murdy,Katherine Etchingham,0.07,-556387.68
342,6/4/2020,apartment,277110.95,776188.58,Lorena Bruhke,Greta Cavan,Pepe Cron,0.05,-499077.63
343,5/25/2021,townhouse,532992.92,259032.43,Jeanie Catcherside,Freeman Exter,Llywellyn Benet,0.03,273960.49
344,7/14/2021,condo,688020.83,447946.19,Sallyann Pardoe,Cecilia Mathys,Ilse Geerling,0.01,240074.64
345,5/22/2021,apartment,420360.27,154450.49,Liuka Dabernott,Portie Madgewick,Lorne Kohn,0.03,265909.78
346,2/18/2020,apartment,135220.04,596859.41,Broddy Peattie,Jarrid Bricket,Anallese Signorelli,0.1,-461639.37
347,5/17/2021,townhouse,776382.44,150690.63,Melicent Jee,Gussi Szymczyk,Filide Asken,0.09,625691.81
348,10/14/2020,apartment,489302.04,555955.14,Georgena Gavan,Hilde Cridge,Scot Purcell,0.08,-66653.1
349,8/20/2021,townhouse,686784.53,120460.88,Flynn Mandifield,Huntlee Spilisy,Zorana Snyder,0.06,566323.65
350,11/9/2021,townhouse,652884.76,541524.4,Lonnard Janiszewski,Olenka Bolin,Bent Syred,0.05,111360.36
351,6/23/2021,townhouse,892675.77,366208.56,Coop Jenking,Harriet Zannotelli,Sabine Swanwick,0.07,526467.21
352,6/9/2021,house,519911.81,644207.07,Dur Cuxon,Sela Goodere,Alethea Castellanos,0.04,-124295.26
353,4/16/2021,apartment,755771.51,203980.1,Kiley Wagen,Tallou Cattermole,Della Isakovic,0.06,551791.41
354,8/17/2020,townhouse,519132.93,663970.82,Starr Witt,Maxy Minty,Deb Farnon,0.05,-144837.89
355,1/8/2020,condo,932373.48,862257.36,Cirillo Liverseege,Norry Heinzler,Gerrard Fakeley,0.06,70116.12
356,4/21/2021,apartment,952759.11,238004.84,Lyndsay Turland,Evaleen Coote,Bert Malsher,0.09,714754.27
357,11/7/2021,condo,495936.09,252770.38,Arlin Blaver,Birgit Hughland,Debra Weedenburg,0.07,243165.71
358,2/18/2021,house,841877.11,869108.57,Yvonne Giannazzo,Isidoro Fatscher,Aleen Manterfield,0.03,-27231.46
359,5/12/2021,condo,837470.75,897085.57,Vitia Averay,Thorny Matthewman,Tiffy Gerin,0.05,-59614.82
360,11/6/2021,house,472263.44,487737.24,Gearard Island,Zaneta O'Coskerry,Abbie Lorain,0.06,-15473.8
361,9/6/2020,condo,685597.98,444637.0,Elvina Amey,Bertha Rochford,Myrwyn Southorn,0.08,240960.98
362,2/15/2021,apartment,817534.58,631758.46,Sutherlan MacMakin,Filberto MacDonagh,Robbie Boow,0.05,185776.12
363,3/12/2020,apartment,321005.61,725653.23,Thomasine Kobiela,Ahmad Abendroth,Turner Wattinham,0.05,-404647.62
364,1/17/2021,condo,240680.59,644905.75,Washington Alloisi,Valry Cockshott,Bertine Agar,0.07,-404225.16
365,6/2/2021,townhouse,946667.71,274878.79,Eugenio Eyers,Charisse Vannikov,Stavros Texton,0.03,671788.92
366,11/18/2021,house,357383.3,444660.83,Blake Try,Donnie Panks,Jackqueline Teck,0.02,-87277.53
367,7/3/2021,apartment,446232.28,376580.32,Palm Giacomo,Kenon Horlock,Honor Dyke,0.03,69651.96
368,7/20/2021,apartment,830306.51,79171.01,Tibold Eliet,Evangeline Thebeaud,Katusha Steljes,0.02,751135.5
369,4/1/2021,apartment,414677.93,435850.94,Logan Dunkinson,Amil Serck,Cliff Lorrimer,0.09,-21173.01
370,10/26/2021,house,372312.94,300932.41,Bessie Mattisson,Esma Grasser,Mayne Maier,0.04,71380.53
371,4/29/2020,apartment,85170.41,217688.88,Mersey Chatto,Jack Palin,Morgen Copin,0.1,-132518.47
372,2/3/2021,condo,942043.73,895219.96,Osborne Sallnow,Harmon Brilon,Isobel Alliker,0.07,46823.77
373,3/25/2020,townhouse,909446.39,870383.8,Catlee Beeck,Nevin Mildenhall,Tracey Ferran,0.07,39062.59
374,9/17/2021,townhouse,434612.19,231698.39,Reade Yerill,Korrie Bullar,Elianora Kilmurray,0.08,202913.8
375,5/9/2020,apartment,747351.08,463518.86,Laurie McDell,Winny Sousa,Zollie Creak,0.06,283832.22
376,2/16/2020,condo,267982.56,599986.13,Shaylah Evershed,Sibella Allitt,Rosanna Risley,0.06,-332003.57
377,7/27/2020,townhouse,595101.31,483639.45,Opalina Waren,Rudy Cullinan,Tedmund Farland,0.03,111461.86
378,6/18/2021,condo,753235.93,803663.23,Pedro Smurthwaite,Asia Vasilyevski,Gregory Hurd,0.08,-50427.3
379,1/26/2020,house,508823.68,867880.65,Vonnie Sugge,Glennis Trillow,Hayes Vautrey,0.06,-359056.97
380,8/30/2020,townhouse,590935.91,155336.53,Florette Guyer,Lonny Winks,Rodina Truckell,0.08,435599.38
381,8/16/2021,house,527396.25,166288.42,Riki Cuddehay,Kass Petrelli,Noel Yarn,0.06,361107.83
382,3/6/2021,townhouse,910920.0,286851.4,Donalt Idney,Kerrill McNeish,Hewett Fullwood,0.01,624068.6
383,1/5/2020,condo,781097.15,363666.59,Rowena McCormack,Jacinta Sparwell,Daria Autie,0.1,417430.56
384,1/6/2021,apartment,777734.22,110610.37,Robbi Pomphrey,Elicia Petre,Gilda Downs,0.05,667123.85
385,12/28/2020,townhouse,635470.56,623497.78,Aleece Oldfield,Tedda Bending,Julietta Bedinn,0.08,11972.78
386,7/5/2021,townhouse,255730.22,756353.02,Elden McCritchie,Monique Pimlock,Pearline Yuranovev,0.04,-500622.8
387,12/8/2020,apartment,542865.49,496468.75,Madelene Boyet,Ariana Myatt,Alia Speenden,0.06,46396.74
388,11/12/2021,house,157542.39,871632.83,Amelita Salmen,Care Kembrey,Rooney Arthurs,0.1,-714090.44
389,3/2/2020,house,942345.16,879450.92,Augusto Wattinham,Emmalyn Alliot,Joannes Gheorghe,0.08,62894.24
390,5/18/2020,house,966770.4,881608.63,Duky Rawlins,Kathryn Ladbrook,Kristo Quakley,0.06,85161.77
391,7/23/2020,townhouse,793368.09,698098.42,Laverna Dymock,Ali Peare,Holli Stirland,0.04,95269.67
392,8/8/2021,apartment,411833.61,753556.25,Maje Buterton,Vivienne Giraldon,Kennie Huffey,0.08,-341722.64
393,1/21/2021,house,147566.74,850602.48,Fredek Iwanowicz,Nessa Gerritzen,Elizabeth Polley,0.07,-703035.74
394,6/19/2021,townhouse,213230.4,531251.13,Becki Oulett,Isac Poulsom,Tobie Agates,0.02,-318020.73
395,4/17/2020,condo,218080.82,487938.96,Shirline Kelby,Randi Menear,Art Crix,0.04,-269858.14
396,2/22/2021,house,688827.37,632005.3,Annecorinne Kamall,Feodor Bolesworth,Ethan Kinnaird,0.1,56822.07
397,5/25/2021,condo,257434.03,277514.79,Drona Casoni,Roselle Titford,Fawne Everest,0.06,-20080.76
398,9/21/2020,condo,802227.31,607996.27,Ethelin Lemmer,Hermann Noriega,Bendick Lammie,0.1,194231.04
399,3/10/2020,apartment,387504.97,829172.94,Gretna Lewson,Querida Reiglar,Stevana Tomicki,0.04,-441667.97
400,8/26/2020,apartment,533724.45,192676.27,Modesta Robjohns,Ahmed Callaby,Lani Crowder,0.01,341048.18
401,3/13/2021,house,588842.85,863460.91,Matthaeus Noni,Putnam Semorad,Dru Bernardos,0.02,-274618.06
402,11/2/2020,house,949247.39,746591.91,Dominique Rapps,Ginny Ralston,Calhoun Frodsham,0.09,202655.48
403,5/21/2020,condo,170695.96,117938.8,Marian Minillo,Simmonds Trinder,Bari Bracci,0.06,52757.16
404,4/2/2020,apartment,624138.26,811548.8,Davis Buick,Haydon Capes,Arlee Halfpenny,0.08,-187410.54
405,6/5/2020,condo,874699.49,152241.62,Selia Gittings,Sigismundo Scramage,Seka Benoist,0.1,722457.87
406,3/30/2021,condo,306265.8,802897.25,Tremayne Dockrell,Elyssa Chatteris,Lorinda Jurkiewicz,0.09,-496631.45
407,7/2/2020,townhouse,842151.15,952539.17,Siegfried Cornick,Alisha Medford,Thia Rawsthorne,0.09,-110388.02
408,5/15/2020,condo,461868.96,328038.54,Retha Gasparro,Cassey Gainsbury,Tanhya Glassborow,0.07,133830.42
409,9/16/2021,house,453151.07,640041.96,Thomasa Gobel,Farica Dankersley,Debora Curl,0.07,-186890.89
410,1/14/2021,apartment,751215.15,955540.42,Noam Mandeville,Ashlen Sinnie,Harlene Dubock,0.05,-204325.27
411,7/26/2021,house,79875.62,820130.21,Neale Nettle,Monro Bigadike,Micky Eastes,0.08,-740254.59
412,5/17/2021,apartment,99808.36,725112.07,Dedra Niche,Lenci Goodreid,Morna Blakemore,0.02,-625303.71
413,11/24/2021,townhouse,813736.99,235967.49,Tab Mochar,Theresina Blackmoor,Conroy Crosson,0.01,577769.5
414,9/20/2021,apartment,395052.2,741420.74,Milt Sweedy,Spike Seawell,Emmi Ruzic,0.03,-346368.54
415,1/30/2021,house,415013.45,547760.54,Lissi Besse,Dulcinea Gatfield,Leonhard Ffrench,0.07,-132747.09
416,6/18/2021,condo,743422.11,56623.48,Jena Chapling,Dexter O'Hare,Karisa Dumbleton,0.05,686798.63
417,8/24/2020,apartment,933875.87,921095.44,Evangelin Lukasen,Joseito Turtle,Gracia Truesdale,0.05,12780.43
418,2/1/2021,apartment,983484.93,575706.53,Mahala Nickell,Norbert Hasselby,Si Outerbridge,0.08,407778.4
419,7/10/2021,townhouse,196301.52,687681.82,Pammy Toone,Shannen Pritchitt,Kenna Hindge,0.05,-491380.3
420,7/7/2021,townhouse,575945.63,736391.01,Justis Baldinotti,Lynda Francesch,Vinita Ticksall,0.02,-160445.38
421,7/30/2020,townhouse,285119.88,395237.82,Lucy Danhel,Saunderson Kinsley,Vivi Honacker,0.04,-110117.94
422,3/25/2021,condo,271233.12,928582.23,Ermentrude Wyon,Bryce Riggoll,Kelvin Stallan,0.01,-657349.11
423,12/19/2021,townhouse,186641.49,514365.44,Mozelle Buche,Maude Camoys,Karly Hixley,0.08,-327723.95
424,8/28/2021,townhouse,670136.16,926474.39,Francyne Skeen,Pandora Storrock,Ingmar Tamas,0.04,-256338.23
425,3/22/2021,condo,367987.82,571767.87,Aleen Coltman,Jeanette Curgenuer,Angeline Chinery,0.09,-203780.05
426,11/23/2020,townhouse,458966.99,379455.73,Benton McGibbon,Silvio Cotes,Bernadette Lippingwell,0.09,79511.26
427,12/10/2021,townhouse,764663.52,816672.62,Waylen Zucker,Rollie Mawditt,Jaclyn Goseling,0.04,-52009.1
428,1/28/2021,condo,256014.66,869938.44,Anthiathia Deaton,Trudy Kuhlmey,Sophia McQuilkin,0.1,-613923.78
429,11/1/2020,townhouse,70970.18,564131.43,Nolan Knowles,Hinda Tritton,Etty Noakes,0.03,-493161.25
430,5/23/2021,apartment,514010.42,409088.05,Giacinta Thys,Lilia Breedy,Walt Morgans,0.09,104922.37
431,7/16/2021,apartment,292110.6,72858.92,Jelene Antalffy,Zacharia Little,Devlin Ducaen,0.09,219251.68
432,11/14/2020,apartment,389480.0,213394.83,Kevin Wapol,Tybalt Abbe,Winifred Picton,0.04,176085.17
433,5/9/2020,house,588321.64,553065.72,Adlai Dellar,Kirsti Meddick,Mile Waghorn,0.07,35255.92
434,8/8/2021,townhouse,921750.37,320436.43,Herby Hawker,Abigail Welham,Kathryne Phythian,0.01,601313.94
435,11/17/2020,condo,466904.07,300109.43,Baxter Orto,Fredi Pauncefort,Marline Redwing,0.02,166794.64
436,10/5/2020,condo,517671.4,794036.7,Adelle Rignold,Brenn McTrustie,Juliana Whisson,0.03,-276365.3
437,6/15/2021,townhouse,697794.4,948929.76,Cilka Falconbridge,Donielle Courtier,Martynne Abriani,0.07,-251135.36
438,9/13/2021,house,913307.69,823205.86,Fawn Stones,Jorgan Sallans,Phip Ozintsev,0.03,90101.83
439,7/2/2020,townhouse,98004.55,877821.41,Arv Farran,Clyde Pinhorn,Blisse Wanell,0.04,-779816.86
440,8/18/2021,house,739791.81,516505.01,Zelda Cudby,Harriet Franzettoini,Catriona Manderson,0.09,223286.8
441,1/5/2021,townhouse,741162.6,518396.52,Cirstoforo Abel,Kiel Faust,Kirby Giovani,0.09,222766.08
442,5/18/2021,house,787869.7,508787.07,Isabella Jewess,Alaine Pinnell,Honey Seatter,0.01,279082.63
443,6/25/2020,townhouse,417478.59,219444.74,Calley Wilbore,Fayth Ashtonhurst,Florina Bustard,0.05,198033.85
444,4/5/2020,house,280250.41,341873.02,Kiley Gandrich,Olympie Lawrence,Corty Sanbrook,0.03,-61622.61
445,12/4/2021,condo,140974.45,79114.39,Haskell Valiant,Cammy Younglove,Alicea Messham,0.09,61860.06
446,11/18/2020,condo,687197.41,458043.86,Jenifer Stiant,Laird Soar,Bonni Pauling,0.03,229153.55
447,6/5/2020,condo,68861.17,943443.35,Boris Jankowski,Gusti Haskett,Rani Guilaem,0.09,-874582.18
448,12/1/2020,apartment,340282.56,416940.08,Decca Dibdall,Alastair Casson,Hunter Walaron,0.04,-76657.52
449,7/9/2020,townhouse,399967.09,139480.09,Elianore Diament,Dexter Ablitt,Ezequiel Bilson,0.02,260487.0
450,7/14/2020,townhouse,728434.35,687209.16,Lonny Oxlade,Clayborne Aslet,Ardys Bulstrode,0.08,41225.19
451,8/6/2021,apartment,878997.1,134814.91,Yorker Choules,Meaghan Upton,Sharai Biermatowicz,0.05,744182.19
452,8/9/2020,condo,755951.89,856238.58,Ches Lindsley,Violette O'Heaney,Bea Piborn,0.03,-100286.69
453,3/31/2020,house,299597.94,64270.69,Boyce Tumpane,Rasla Haucke,Morty Pingston,0.1,235327.25
454,1/12/2021,condo,582083.09,447996.65,Leonardo Monksfield,Morgen Kedie,Lezley Clemonts,0.03,134086.44
455,9/21/2020,townhouse,880348.62,652728.27,Loria Muehle,Roselle Pindred,Thorndike Letrange,0.08,227620.35
456,1/25/2021,townhouse,611564.44,927667.73,Talya Hassent,Marje Leblanc,Delaney Deport,0.04,-316103.29
457,5/11/2020,townhouse,631221.22,136211.23,Aubry MacEntee,Arabel Blakesley,Adan Firks,0.06,495009.99
458,3/17/2021,townhouse,450218.93,779305.46,Esma Pahler,Moreen Pocke,Regina Minocchi,0.02,-329086.53
459,1/19/2020,townhouse,799689.48,386582.56,Yancy Fattorini,Magda Soonhouse,Danika Semechik,0.04,413106.92
460,5/16/2021,apartment,123613.85,230149.07,Colas Todman,Ossie Aleixo,Niko Westfield,0.09,-106535.22
461,5/27/2021,house,378752.85,678143.3,Oralla Edmonson,Corena Gull,Joanne Sholl,0.09,-299390.45
462,8/6/2021,apartment,722324.56,648922.13,Todd Silliman,Rudyard Faraker,Ainslee Ewan,0.1,73402.43
463,4/4/2020,townhouse,454763.6,925461.74,Martelle Staunton,Betteanne Cant,Kipp Legate,0.06,-470698.14
464,3/21/2021,house,975696.83,209783.92,Jasmina Woffenden,Erina Jillins,Melicent Clamp,0.04,765912.91
